Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
ACLBSL,44.50,580.00,580.00,550.00,550.00,573.57,397.00,580.00,"227,706.10",26,-30.00,30.00,-5.17,5.45,-4.28,694.32,730.44,982.00,547.50
ADBL,42.25,231.00,235.00,230.10,232.00,232.47,"8,889.00",233.90,"2,066,413.60",107,-1.90,4.90,-0.81,2.13,-0.20,290.35,300.36,389.00,228.00
ADLB,28.15,"1,350.00","1,350.00","1,297.00","1,300.10","1,310.78",385.00,"1,367.90","504,652.00",18,-67.80,53.00,-4.96,4.09,-0.82,0.00,0.00,"2,705.00",256.80
AHL,30.56,350.90,350.90,341.00,347.80,344.57,"1,800.00",358.00,"620,222.00",107,-10.20,9.90,-2.85,2.90,0.93,0.00,0.00,480.90,298.80
AHPC,25.07,280.10,283.00,279.00,282.00,280.88,"21,563.00",284.00,"6,056,567.30",134,-2.00,4.00,-0.70,1.43,0.40,294.51,306.47,457.00,250.00
AIL,40.32,402.00,408.00,398.00,400.00,403.07,"4,196.00",410.00,"1,691,276.50",51,-10.00,10.00,-2.44,2.51,-0.77,452.49,501.85,625.00,344.00
AKJCL,28.66,215.00,215.00,208.00,209.00,210.22,"24,385.00",215.00,"5,126,292.00",139,-6.00,7.00,-2.79,3.37,-0.59,209.65,207.00,266.00,159.80
AKPL,30.97,378.00,378.00,370.10,370.10,373.41,"13,385.00",380.00,"4,998,155.60",105,-9.90,7.90,-2.61,2.13,-0.90,386.59,402.42,519.00,325.00
ALBSL,21.86,667.40,667.40,656.10,666.60,661.01,181.00,681.00,"119,643.60",9,-14.40,11.30,-2.11,1.72,0.84,877.73,957.89,"1,409.00",656.10
ALICL,30.33,566.20,566.20,550.00,562.00,559.38,"10,226.00",555.10,"5,720,216.80",48,6.90,16.20,1.24,2.95,0.47,592.53,577.39,758.00,428.00
ANLB,42.80,511.50,542.70,511.50,542.70,526.34,50.00,501.50,"26,316.90",6,41.20,31.20,8.22,6.10,3.01,0.00,0.00,542.70,403.80
API,27.55,230.10,234.00,230.00,230.00,231.52,"24,892.00",232.00,"5,763,068.30",191,-2.00,4.00,-0.86,1.74,-0.66,246.57,245.75,327.00,200.00
AVYAN,46.54,594.00,601.70,571.00,590.00,580.48,"1,740.00",605.00,"1,010,035.50",65,-15.00,30.70,-2.48,5.38,1.61,682.63,0.00,963.00,316.00
BARUN,35.42,246.00,246.00,236.00,238.00,239.02,"7,255.00",246.00,"1,734,119.80",59,-8.00,10.00,-3.25,4.24,-0.43,243.31,247.48,541.60,190.30
BBC,35.22,"3,086.10","3,086.10","3,085.00","3,085.00","3,085.10",110.00,"3,085.00","339,361.00",4,0.00,1.10,0.00,0.04,0.00,"3,283.19","3,363.00","4,300.00","3,050.00"
BFC,34.89,309.90,309.90,300.00,300.10,301.38,"4,910.00",306.80,"1,479,779.20",22,-6.70,9.90,-2.18,3.30,-0.43,327.46,342.84,475.00,292.50
BHDC,26.16,398.00,402.00,390.40,402.00,398.01,"1,930.00",404.00,"768,152.00",68,-2.00,11.60,-0.50,2.97,0.99,391.75,0.00,520.00,310.00
BHL,31.12,289.80,307.50,284.80,306.00,286.75,"5,000.00",295.70,"1,433,767.50",123,10.30,22.70,3.48,7.97,6.29,300.62,301.18,397.00,104.70
BHPL,31.25,440.00,449.90,440.00,445.00,443.57,"1,340.00",441.00,"594,390.00",30,4.00,9.90,0.91,2.25,0.32,0.00,0.00,677.20,194.30
BNHC,29.91,375.00,375.00,358.80,358.80,362.77,502.00,378.00,"182,109.40",28,-19.20,16.20,-5.08,4.52,-1.11,395.46,397.13,507.90,306.00
BNT,34.18,"11,590.00","11,590.00","11,400.00","11,400.00","11,470.18",55.00,"11,450.00","630,860.00",5,-50.00,190.00,-0.44,1.67,-0.62,"12,679.36","12,856.49","15,371.30","11,208.00"
BPCL,45.71,317.00,319.50,312.50,312.50,315.87,"3,641.00",323.40,"1,150,081.70",55,-10.90,7.00,-3.37,2.24,-1.08,316.71,316.73,392.70,288.00
BPW,36.40,237.70,237.70,237.70,237.70,234.24,25.00,237.70,"5,856.00",5,0.00,0.00,0.00,0.00,1.46,0.00,0.00,237.70,233.10
CBBL,28.36,780.00,780.00,763.00,764.00,768.60,"5,214.00",773.00,"4,007,504.30",102,-9.00,17.00,-1.16,2.23,-0.60,"1,020.62","1,025.64","1,303.00",727.00
CCBD88,29.16,882.50,882.50,882.50,882.50,882.50,25.00,890.20,"22,062.50",1,-7.70,0.00,-0.86,0.00,0.00,0.00,0.00,"1,000.00",816.00
CFCL,26.19,291.00,293.00,290.00,290.40,290.55,"2,233.00",295.00,"648,789.20",29,-4.60,3.00,-1.56,1.03,-0.05,319.49,326.03,408.00,237.00
