Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
ACLBSL,44.36,853.00,868.00,837.00,845.00,850.17,905.00,853.00,"769,400.30",33,-8.00,31.00,-0.94,3.70,-0.61,782.25,809.54,"1,540.00",675.00
ADBL,39.81,317.60,320.00,308.00,312.10,314.53,"126,466.00",324.00,"39,777,772.90",788,-11.90,12.00,-3.67,3.90,-0.78,320.22,326.94,441.00,298.00
ADBLD83,41.66,885.20,886.00,885.10,886.00,885.44,75.00,899.60,"66,407.70",3,-13.60,0.90,-1.51,0.10,0.06,998.39,"1,023.37","1,069.20",885.10
ADLB,53.75,865.10,933.00,865.10,933.00,899.70,50.00,848.20,"44,985.00",5,84.80,67.90,10.00,7.85,3.57,0.00,0.00,933.00,256.80
AHPC,46.15,356.90,357.00,342.10,343.00,347.72,"160,996.00",352.00,"55,981,959.40",491,-9.00,14.90,-2.56,4.36,-1.38,312.14,335.71,628.30,250.00
AIL,40.78,512.00,512.00,486.00,492.20,494.62,"7,816.00",503.90,"3,865,919.70",125,-11.70,26.00,-2.32,5.35,-0.49,536.10,592.53,806.00,344.00
AKBSL,37.29,"1,249.30","1,306.10","1,249.30","1,280.20","1,293.01","2,444.00","1,273.50","3,160,112.80",89,6.70,56.80,0.53,4.55,-1.00,0.00,0.00,"1,907.00",391.50
AKJCL,48.46,238.50,244.00,231.40,233.00,235.53,"78,003.00",242.00,"18,372,004.70",397,-9.00,12.60,-3.72,5.45,-1.09,195.03,201.19,345.00,159.80
AKPL,43.27,425.00,426.10,410.00,413.00,418.68,"71,364.00",421.00,"29,879,019.60",381,-8.00,16.10,-1.90,3.93,-1.38,407.84,418.83,624.00,325.00
ALBSL,44.67,"1,030.00","1,055.00","1,030.00","1,033.90","1,043.04","1,556.00","1,051.00","1,622,962.60",41,-17.10,25.00,-1.63,2.43,-0.88,"1,058.39","1,126.10","1,750.00",874.30
ALICL,44.63,729.30,729.30,700.00,704.00,708.54,"36,068.00",715.00,"25,555,682.40",250,-11.00,29.30,-1.54,4.19,-0.65,548.48,568.20,"1,374.00",428.00
API,48.00,304.00,306.00,290.30,292.50,297.46,"374,466.00",302.90,"111,389,903.40","1,663",-10.40,15.70,-3.43,5.41,-1.70,237.16,248.20,575.00,200.00
AVYAN,37.91,751.00,775.00,745.10,750.00,755.80,"3,363.00",755.00,"2,541,770.00",186,-5.00,29.90,-0.66,4.01,-0.77,0.00,0.00,963.00,316.00
BARUN,43.09,286.00,286.00,269.00,269.80,274.97,"50,269.00",281.00,"13,822,261.10",268,-11.20,17.00,-3.99,6.32,-1.91,242.76,309.30,595.00,190.30
BBC,47.30,"3,520.00","3,600.00","3,488.00","3,488.20","3,533.61",320.00,"3,550.00","1,130,754.00",16,-61.80,112.00,-1.74,3.21,-1.30,"3,441.79","3,519.31","5,400.00","3,083.00"
BFC,40.06,364.00,366.00,353.50,354.00,361.34,"12,056.00",364.00,"4,356,313.00",106,-10.00,12.50,-2.75,3.54,-2.07,354.39,361.70,574.00,292.50
BHDC,43.85,415.00,427.00,402.10,405.00,410.70,"7,480.00",421.00,"3,072,063.00",222,-16.00,24.90,-3.80,6.19,-1.41,0.00,0.00,520.00,310.00
BHL,56.44,332.80,338.00,312.80,314.00,322.01,"16,873.00",332.80,"5,433,191.70",328,-18.80,25.20,-5.65,8.06,-2.55,280.93,0.00,397.00,104.70
BHPL,55.95,410.80,420.00,405.00,412.00,412.18,"11,120.00",419.10,"4,583,428.00",796,-7.10,15.00,-1.69,3.70,-0.04,0.00,0.00,439.60,194.30
BNHC,44.54,426.00,436.00,419.00,426.00,431.62,"8,416.00",423.10,"3,632,537.00",128,2.90,17.00,0.69,4.06,-1.32,383.05,391.15,744.00,306.00
BNT,33.31,"13,230.00","13,230.00","12,975.00","12,975.00","13,027.22",50.00,"13,100.00","651,361.00",5,-125.00,255.00,-0.95,1.97,-0.40,"13,039.43","13,152.97","15,385.00","11,396.00"
BOKD86,37.24,760.00,760.00,750.00,751.00,758.10,250.00,775.00,"189,525.00",5,-24.00,10.00,-3.10,1.33,-0.95,0.00,0.00,"1,000.00",738.50
BPCL,41.07,340.60,340.60,326.40,326.40,331.34,"11,321.00",334.00,"3,751,150.00",140,-7.60,14.20,-2.28,4.35,-1.51,315.76,323.34,474.00,288.00
CBBL,44.51,"1,226.00","1,233.00","1,198.60","1,200.00","1,209.81","15,942.00","1,226.00","19,286,799.00",389,-26.00,34.40,-2.12,2.87,-0.82,"1,079.24","1,056.51","1,433.00",882.00
CBL,41.71,235.00,236.90,232.90,233.00,233.67,"60,806.00",233.10,"14,208,404.90",223,-0.10,4.00,-0.04,1.72,-0.29,217.52,227.82,282.00,194.00
CCBD88,60.36,846.10,846.20,846.10,846.20,846.14,25.00,849.00,"21,153.50",2,-2.80,0.10,-0.33,0.01,0.01,0.00,0.00,"1,000.00",837.00
CFCL,42.64,360.00,367.00,353.00,354.00,359.99,"17,121.00",360.00,"6,163,382.70",108,-6.00,14.00,-1.67,3.97,-1.69,329.92,318.82,529.30,237.00
CGH,41.50,"1,350.00","1,366.00","1,310.00","1,312.10","1,333.02","8,202.00","1,373.00","10,933,448.50",138,-60.90,56.00,-4.44,4.27,-1.59,"1,053.99","1,069.51","1,505.00",900.20
CHCL,42.74,424.90,425.00,416.20,418.00,418.52,"23,388.00",420.00,"9,788,334.00",141,-2.00,8.80,-0.48,2.11,-0.12,388.51,396.33,554.00,347.90
CHDC,44.83,750.50,787.00,743.00,770.00,772.86,"38,255.00",750.50,"29,565,580.90",319,19.50,44.00,2.60,5.92,-0.37,694.11,704.04,"1,130.00",590.00
CHL,50.72,319.00,319.00,298.00,301.00,306.25,"14,125.00",313.00,"4,325,717.10",97,-12.00,21.00,-3.83,7.05,-1.74,240.21,254.96,550.80,193.10
CIT,39.07,"2,130.00","2,155.00","2,121.00","2,132.00","2,134.29","12,123.00","2,130.00","25,874,018.50",257,2.00,34.00,0.09,1.60,-0.11,"2,084.61","2,241.47","3,555.00","1,780.00"
CLBSL,52.01,"1,014.90","1,018.00",987.00,987.00,998.84,"8,368.00",998.90,"8,358,282.60",99,-11.90,31.00,-1.19,3.14,-1.20,839.55,820.53,"1,179.00",662.50
CMF1,53.35,8.82,9.00,8.80,9.00,8.88,"25,739.00",8.99,"228,447.50",13,0.01,0.20,0.11,2.27,1.38,8.08,8.30,10.40,6.75
CMF2,50.50,8.50,9.29,8.50,9.11,8.78,"11,850.00",8.60,"104,010.50",11,0.51,0.79,5.93,9.29,3.65,8.44,8.84,10.89,7.24
CORBL,53.42,345.50,345.50,331.80,331.90,336.89,"7,552.00",344.70,"2,544,229.50",61,-12.80,13.70,-3.71,4.13,-1.50,296.69,313.21,655.00,211.30
CYCL,43.61,"1,920.00","1,921.00","1,890.00","1,900.00","1,903.00","2,326.00","1,915.00","4,426,366.50",110,-15.00,31.00,-0.78,1.64,-0.16,0.00,0.00,"2,734.80",382.20
CZBIL,41.21,205.00,205.00,200.10,201.00,202.57,"56,437.00",205.40,"11,432,704.80",299,-4.40,4.90,-2.14,2.45,-0.78,193.93,203.76,317.20,175.00
DDBL,39.76,998.90,998.90,978.00,985.00,987.71,"7,123.00",981.00,"7,035,429.20",161,4.00,20.90,0.41,2.14,-0.27,980.77,984.79,"1,360.00",861.00
DHPL,48.30,249.90,249.90,237.00,237.20,241.85,"12,072.00",245.00,"2,919,664.40",95,-7.80,12.90,-3.18,5.44,-1.96,197.12,204.69,381.40,160.10
DLBS,42.94,"1,335.00","1,387.30","1,335.00","1,346.00","1,360.81","2,469.00","1,360.00","3,359,832.00",145,-14.00,52.30,-1.03,3.92,-1.10,0.00,0.00,"1,662.00",177.70
DORDI,47.68,307.00,309.00,290.30,294.00,296.25,"21,749.00",303.00,"6,443,146.00",384,-9.00,18.70,-2.97,6.44,-0.77,282.51,0.00,408.00,217.00
EBL,42.57,528.30,547.90,528.30,538.00,540.34,"185,572.00",518.00,"100,271,577.80",805,20.00,19.60,3.86,3.71,-0.43,493.81,484.05,612.00,411.00
EBLD86,37.23,725.00,725.00,725.00,725.00,725.00,94.00,732.00,"68,150.00",1,-7.00,0.00,-0.96,0.00,0.00,0.00,0.00,"1,000.00",725.00
EDBL,42.82,365.00,366.00,357.70,357.90,362.44,"25,051.00",368.90,"9,079,483.60",72,-11.00,8.30,-2.98,2.32,-1.27,331.59,343.24,600.00,291.20
