Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
AVYAN,-,"1,010.00","1,050.00","1,000.00","1,002.93","1,002.00",0.93,0.00,"1,010.86","8,420.00","1,029.58","8,511,475.70",89,-26.65,50.00,-2.59,5.00,-0.79,"1,068.39","1,041.27","1,306.80",690.90
BARUN,-,566.40,589.00,551.00,562.40,552.10,10.30,0.02,566.79,"168,084.00",577.81,"95,268,277.10",478,-15.41,38.00,-2.67,6.90,-0.78,461.74,426.93,589.00,211.00
BBC,-,"6,033.90","6,139.00","5,914.00","5,949.90","5,949.90",0.00,0.00,"5,956.18",437.00,"5,915.60","2,602,849.00",27,34.30,225.00,0.58,3.80,-0.11,"5,523.76","5,174.60","7,247.00","3,631.00"
BEDC,-,807.50,807.50,747.00,791.30,780.00,11.30,0.01,792.05,"29,155.00",823.89,"23,092,203.50",211,-32.59,60.50,-3.96,8.10,-0.09,717.84,637.09,"1,080.00",337.20
BFC,-,509.90,530.00,492.60,502.74,505.00,-2.26,0.00,505.34,"55,518.00",502.57,"28,055,385.30",343,0.17,37.40,0.03,7.59,-0.52,650.38,630.80,951.60,369.00
BGWT,-,980.20,996.90,980.20,993.92,981.00,12.92,0.01,987.23,"6,549.00",990.83,"6,465,400.50",66,3.09,16.70,0.31,1.70,0.67,"1,035.60","1,014.31","1,361.70",580.00
BHDC,-,544.90,544.90,513.90,517.61,520.00,-2.39,0.00,522.78,"12,929.00",537.40,"6,759,011.50",129,-19.79,31.00,-3.68,6.03,-1.00,645.57,639.55,829.70,460.10
BHL,-,220.00,227.00,220.00,223.04,223.90,-0.86,0.00,224.35,"588,236.00",220.29,"131,972,382.00","1,578",2.75,7.00,1.25,3.18,-0.59,357.52,383.83,520.00,211.70
BHPL,-,"1,013.80","1,094.00","1,000.70","1,085.89","1,088.90",-3.01,0.00,"1,033.10","5,559.00","1,034.46","5,743,028.80",83,51.43,93.30,4.97,9.32,4.86,936.52,854.53,"1,275.00",468.20
BNHC,-,511.00,528.00,511.00,512.95,516.00,-3.05,-0.01,514.53,"4,229.00",518.86,"2,175,940.00",71,-5.91,17.00,-1.14,3.33,-0.31,514.20,532.88,742.00,422.00
BNT,-,"12,920.00","13,100.00","12,920.00","13,100.00","13,100.00",0.00,0.00,"13,040.00",30.00,"12,870.00","391,200.00",3,230.00,180.00,1.79,1.39,0.46,"13,688.85","14,186.49","18,100.00","12,300.00"
BOKD86,-,"1,070.00","1,070.00","1,060.10","1,061.10","1,061.10",0.00,0.00,"1,062.65",70.00,"1,076.00","74,385.50",3,-14.90,9.90,-1.38,0.93,-0.15,"1,024.55",995.76,"1,080.00",950.00
BPCL,-,453.00,454.50,431.20,446.06,446.00,0.06,0.00,443.65,"78,291.00",445.66,"34,733,775.10",433,0.40,23.30,0.09,5.40,0.54,417.01,420.59,536.50,284.40
C30MF,-,9.39,9.39,9.04,9.20,9.20,0.00,0.00,9.08,"7,600.00",9.21,"69,041.00",6,-0.01,0.35,-0.11,3.87,1.26,9.29,9.52,10.92,8.13
CBBL,-,835.00,836.00,826.80,827.49,829.50,-2.01,0.00,831.00,"10,917.00",834.92,"9,072,077.00",158,-7.43,9.20,-0.89,1.11,-0.42,893.90,929.63,"1,155.00",800.00
CBLD88,-,"1,135.10","1,178.00","1,135.10","1,178.00","1,178.00",0.00,0.00,"1,177.94",333.00,"1,135.10","392,253.00",2,42.90,42.90,3.78,3.78,0.01,"1,119.24","1,097.01","1,254.20","1,018.00"
CCBD88,-,"1,136.10","1,192.00","1,136.10","1,192.00","1,192.00",0.00,0.00,"1,191.85",310.00,"1,136.10","369,475.00",3,55.90,55.90,4.92,4.92,0.01,"1,131.18","1,103.36","1,250.00","1,036.00"
CFCL,-,555.00,585.00,555.00,561.68,564.90,-3.22,-0.01,569.73,"39,043.00",551.76,"22,243,798.60",231,9.92,30.00,1.80,5.41,-1.43,615.58,619.81,820.00,373.50
CGH,-,856.10,865.00,856.10,858.41,859.90,-1.49,0.00,860.02,"10,490.00",860.47,"9,021,583.80",103,-2.06,8.90,-0.24,1.04,-0.19,905.32,952.46,"1,360.00",760.00
CHCL,-,491.00,497.00,481.00,482.39,482.50,-0.11,0.00,488.66,"86,774.00",489.72,"42,402,908.40",311,-7.33,16.00,-1.50,3.33,-1.30,532.15,548.56,697.00,426.30
CHDC,-,"2,650.00","2,678.00","2,568.00","2,590.69","2,577.00",13.69,0.01,"2,595.03","59,873.00","2,632.00","155,372,046.40",667,-41.31,110.00,-1.57,4.28,-0.17,"1,970.33","1,893.30","2,730.00",627.00
CHL,-,485.00,485.00,455.70,458.93,455.70,3.23,0.01,467.11,"87,567.00",478.78,"40,903,549.10",347,-19.85,29.30,-4.15,6.43,-1.78,450.02,422.02,599.70,300.90
CIT,-,"1,950.00","1,954.00","1,935.00","1,936.92","1,939.90",-2.98,0.00,"1,940.42","12,800.00","1,950.38","24,837,393.70",302,-13.46,19.00,-0.69,0.98,-0.18,"2,057.75","2,127.92","2,700.00","1,887.00"
CITY,-,830.20,862.60,830.20,849.47,862.60,-13.13,-0.02,847.50,"6,590.00",840.28,"5,585,051.50",83,9.19,32.40,1.09,3.90,0.23,889.91,885.30,"1,168.50",562.00
CIZBD86,-,"1,140.00","1,140.00","1,140.00","1,140.00","1,140.00",0.00,0.00,"1,140.00",33.00,"1,122.00","37,620.00",2,18.00,0.00,1.60,0.00,0.00,0.00,0.00,"1,147.20","1,020.30"
CIZBD90,-,"1,124.00","1,185.00","1,124.00","1,185.00","1,185.00",0.00,0.00,"1,184.54",202.00,"1,124.00","239,276.40",5,61.00,61.00,5.43,5.43,0.04,"1,086.44",0.00,"1,205.00","1,000.00"
CKHL,-,692.10,705.00,685.00,686.19,694.90,-8.71,-0.01,693.53,"10,102.00",694.95,"7,006,007.60",118,-8.76,20.00,-1.26,2.92,-1.07,743.79,717.25,910.00,480.50
CLI,-,477.30,486.70,476.00,479.31,480.00,-0.69,0.00,479.60,"21,649.00",477.17,"10,382,770.10",337,2.14,10.70,0.45,2.25,-0.06,649.97,645.16,774.90,442.20
CMF2,-,9.65,9.65,9.65,9.65,9.65,0.00,0.00,9.65,200.00,9.83,"1,930.00",2,-0.18,0.00,-1.83,0.00,0.00,9.48,9.54,10.68,7.65
CORBL,-,"2,236.00","2,372.80","2,149.00","2,228.87","2,254.00",-25.13,-0.01,"2,246.16","9,902.00","2,192.78","22,241,461.60",155,36.09,223.80,1.65,10.41,-0.78,"1,728.93","1,414.48","2,842.30",417.30
CREST,-,873.70,948.00,873.70,948.00,948.00,0.00,0.00,943.96,480.00,861.90,"453,102.00",48,86.10,74.30,9.99,8.50,0.43,0.00,0.00,948.00,302.50
CYCL,-,"1,576.00","1,725.00","1,566.30","1,650.41","1,623.00",27.41,0.02,"1,621.54","2,583.00","1,597.39","4,188,425.80",95,53.02,158.70,3.32,10.13,1.75,"1,654.58","1,619.36","1,958.00","1,400.00"
CZBIL,-,200.20,204.00,200.20,201.39,202.00,-0.61,0.00,201.75,"26,664.00",202.86,"5,379,415.20",138,-1.47,3.80,-0.72,1.90,-0.18,218.25,225.77,296.00,152.50
DDBL,-,793.70,793.70,768.50,774.20,780.00,-5.80,-0.01,774.43,"5,312.00",778.17,"4,113,745.70",85,-3.97,25.20,-0.51,3.28,-0.03,833.75,879.27,"1,099.00",674.00
DHPL,-,353.00,365.00,349.50,350.61,350.00,0.61,0.00,352.95,"41,008.00",359.13,"14,473,685.70",152,-8.52,15.50,-2.37,4.43,-0.67,328.65,301.69,427.20,185.30
DLBS,-,"1,502.10","1,510.00","1,480.00","1,485.22","1,499.00",-13.78,-0.01,"1,496.93","1,011.00","1,515.43","1,513,395.30",37,-30.21,30.00,-1.99,2.03,-0.79,"1,644.98","1,548.02","2,250.00","1,115.00"
DOLTI,-,639.90,639.90,600.40,618.68,623.90,-5.22,-0.01,616.44,"16,546.00",629.97,"10,199,639.10",160,-11.29,39.50,-1.79,6.58,0.36,694.47,644.23,"1,017.00",390.10
DORDI,-,366.00,370.00,358.70,362.91,363.00,-0.09,0.00,366.48,"6,377.00",359.00,"2,337,063.10",88,3.91,11.30,1.09,3.15,-0.98,493.60,485.24,696.00,356.40
EBL,-,617.10,623.80,617.00,618.16,619.00,-0.84,0.00,619.39,"19,785.00",620.26,"12,254,537.50",130,-2.10,6.80,-0.34,1.10,-0.20,604.79,624.81,790.00,492.10
EBLD86,-,"1,071.00","1,071.00","1,071.00","1,071.00","1,071.00",0.00,0.00,"1,071.00",140.00,"1,060.10","149,940.00",2,10.90,0.00,1.03,0.00,0.00,"1,032.99","1,014.66","1,080.00",937.00
EDBL,-,604.00,612.00,594.00,597.13,596.40,0.73,0.00,600.93,"27,779.00",604.34,"16,693,229.00",152,-7.21,18.00,-1.19,3.03,-0.64,659.64,635.95,838.20,346.00
EHPL,-,648.00,660.00,640.00,640.52,643.00,-2.48,0.00,646.45,"3,653.00",659.27,"2,361,469.60",63,-18.75,20.00,-2.84,3.13,-0.93,781.65,747.75,997.00,432.00
ENL,-,"1,191.00","1,195.30","1,126.30","1,159.80","1,180.00",-20.20,-0.02,"1,172.37","3,335.00","1,204.20","3,909,839.20",66,-44.40,69.00,-3.69,6.13,-1.08,"1,210.08","1,212.05","1,453.50",766.00
FMDBL,-,741.00,750.00,735.60,739.92,735.60,4.32,0.01,740.35,"19,632.00",743.64,"14,534,590.20",89,-3.72,14.40,-0.50,1.96,-0.06,774.06,784.07,"1,004.00",594.30
FOWAD,-,"1,105.10","1,123.90","1,090.00","1,096.76","1,108.00",-11.24,-0.01,"1,100.87","7,601.00","1,111.93","8,367,747.10",181,-15.17,33.90,-1.36,3.11,-0.38,"1,292.37","1,365.48","1,739.00","1,090.00"
GBBD85,-,"1,070.20","1,090.00","1,070.20","1,090.00","1,090.00",0.00,0.00,"1,083.40",225.00,"1,070.20","243,765.00",4,19.80,19.80,1.85,1.85,0.61,"1,039.21","1,024.18","1,105.00",940.00
GBBL,-,392.50,395.00,389.60,390.05,389.60,0.45,0.00,390.61,"22,461.00",392.22,"8,773,563.30",132,-2.17,5.40,-0.55,1.39,-0.14,414.03,426.41,531.40,350.10
GBILD84/85,-,"1,171.10","1,171.10","1,171.10","1,171.10","1,171.10",0.00,0.00,"1,171.10",39.00,"1,195.00","45,672.90",1,-23.90,0.00,-2.00,0.00,0.00,"1,158.46",0.00,"1,220.00","1,000.00"
GBILD86/87,-,"1,055.00","1,095.00","1,055.00","1,095.00","1,095.00",0.00,0.00,"1,089.18",402.00,"1,056.00","437,852.00",4,39.00,40.00,3.69,3.79,0.53,"1,022.49",993.93,"1,095.00",935.50
GBIME,-,218.90,220.00,216.50,216.64,216.60,0.04,0.00,217.64,"184,178.00",217.59,"40,085,034.80",437,-0.95,3.50,-0.44,1.62,-0.46,228.93,234.33,302.00,170.00
GBLBS,-,790.00,800.00,777.30,781.07,782.00,-0.93,0.00,782.69,"7,309.00",791.98,"5,720,698.10",96,-10.91,22.70,-1.38,2.92,-0.21,819.47,816.93,987.00,605.00
GCIL,-,508.00,528.00,508.00,514.79,514.00,0.79,0.00,516.91,"27,448.00",518.17,"14,188,256.30",306,-3.38,20.00,-0.65,3.94,-0.41,512.40,519.70,668.00,460.00
GFCL,-,644.00,680.00,644.00,665.12,669.00,-3.88,-0.01,666.67,"55,539.00",642.28,"37,025,916.20",378,22.84,36.00,3.56,5.59,-0.23,799.64,850.38,"1,353.00",446.00
GHL,-,257.80,274.90,257.80,264.93,264.40,0.53,0.00,267.88,"359,066.00",263.02,"96,186,743.70",844,1.91,17.10,0.73,6.63,-1.11,239.26,232.33,318.00,141.00
GIBF1,-,10.16,10.35,10.16,10.17,10.17,0.00,0.00,10.32,"228,882.00",10.15,"2,361,352.88",22,0.02,0.19,0.20,1.87,-1.44,9.89,9.86,10.72,8.00
GILB,-,"1,203.00","1,220.00","1,193.10","1,208.33","1,205.00",3.33,0.00,"1,207.07","1,433.00","1,203.38","1,729,725.20",44,4.95,26.90,0.41,2.25,0.10,"1,268.37","1,290.37","1,815.00",973.30
GLBSL,-,"2,728.60","2,823.00","2,728.60","2,799.44","2,800.00",-0.56,0.00,"2,792.02","2,511.00","2,767.66","7,010,772.50",46,31.78,94.40,1.15,3.46,0.26,"2,539.92","2,302.32","3,486.00","1,560.00"
GLH,-,276.00,287.10,275.50,281.04,279.00,2.04,0.01,280.24,"229,764.00",281.38,"64,389,125.80",597,-0.34,11.60,-0.12,4.21,0.28,253.05,257.28,336.00,196.00
GMFBS,-,"1,541.00","1,560.00","1,536.00","1,540.37","1,540.10",0.27,0.00,"1,542.78",715.00,"1,551.59","1,103,089.50",28,-11.22,24.00,-0.72,1.56,-0.16,"1,730.07","1,722.02","2,327.00","1,085.10"
GMFIL,-,485.00,503.90,485.00,492.40,490.00,2.40,0.00,493.57,"24,584.00",483.03,"12,134,024.20",146,9.37,18.90,1.94,3.90,-0.24,561.70,573.94,759.00,365.00
GMLI,-,"2,502.00","2,550.00","2,461.00","2,472.88","2,461.00",11.88,0.00,"2,501.59","18,569.00","2,549.90","46,452,065.70",496,-77.02,89.00,-3.02,3.62,-1.16,0.00,0.00,"2,778.00",301.00
GRDBL,-,"1,286.60","1,444.00","1,260.90","1,404.31","1,290.00",114.31,0.09,"1,381.61","36,453.00","1,312.75","50,363,928.20",209,91.56,183.10,6.97,14.52,1.62,"1,205.08","1,026.46","2,001.40",395.00
GSY,-,9.32,9.32,9.15,9.15,9.15,0.00,0.00,9.30,"9,400.00",9.32,"87,399.50",28,-0.17,0.17,-1.82,1.86,-1.62,0.00,0.00,10.00,8.80
GUFL,-,573.00,580.00,550.90,562.41,562.40,0.01,0.00,564.94,"9,203.00",562.14,"5,199,177.40",104,0.27,29.10,0.05,5.28,-0.45,661.76,704.36,"1,041.00",548.00
GVL,-,444.00,444.00,433.00,433.76,433.20,0.56,0.00,436.93,"29,281.00",439.57,"12,793,824.10",235,-5.81,11.00,-1.32,2.54,-0.73,528.43,548.10,699.90,402.40
GWFD83,-,"1,190.00","1,213.80","1,190.00","1,213.79","1,213.80",-0.01,0.00,"1,204.64",52.00,"1,207.50","62,641.30",5,6.29,23.80,0.52,2.00,0.75,"1,229.15","1,194.94","1,363.20","1,140.00"
H8020,-,10.55,10.81,10.55,10.65,10.65,0.00,0.00,10.64,"2,150.00",10.55,"22,867.50",17,0.10,0.26,0.95,2.46,0.13,10.15,10.09,10.83,8.36
HATHY,-,"1,382.00","1,382.00","1,330.00","1,333.25","1,334.00",-0.75,0.00,"1,345.26","22,148.00","1,355.49","29,794,751.40",286,-22.24,52.00,-1.64,3.91,-0.90,"1,396.07","1,404.85","1,816.00",808.50
HBL,-,228.90,229.00,218.00,219.38,219.90,-0.52,0.00,220.62,"40,629.00",225.25,"8,963,620.30",206,-5.87,11.00,-2.61,5.05,-0.57,240.82,245.83,312.10,167.10
HBLD86,-,"1,150.00","1,150.00","1,150.00","1,150.00","1,150.00",0.00,0.00,"1,150.00",100.00,"1,155.60","115,000.00",2,-5.60,0.00,-0.48,0.00,0.00,0.00,0.00,"1,180.80","1,031.50"
HDHPC,-,197.30,209.00,197.30,202.56,203.00,-0.44,0.00,206.32,"305,860.00",201.26,"63,106,024.70",711,1.30,11.70,0.65,5.93,-1.86,204.39,204.73,273.00,123.30
HDL,-,"1,186.00","1,192.00","1,176.30","1,178.16","1,177.90",0.26,0.00,"1,181.80","28,970.00","1,185.56","34,236,841.30",531,-7.40,15.70,-0.62,1.33,-0.31,"1,259.48","1,315.59","1,749.00","1,136.00"
HEI,-,580.00,587.00,577.10,579.19,580.00,-0.81,0.00,579.88,"6,458.00",577.54,"3,744,839.90",71,1.65,9.90,0.29,1.72,-0.12,639.36,658.55,810.00,567.50
HEIP,-,356.00,357.10,355.90,357.10,357.10,0.00,0.00,356.46,"3,800.00",360.10,"1,354,547.00",8,-3.00,1.20,-0.83,0.34,0.18,428.11,413.05,563.00,327.00
HHL,-,445.00,465.00,433.00,434.75,433.00,1.75,0.00,439.33,"11,270.00",447.76,"4,951,297.50",164,-13.01,32.00,-2.91,7.39,-1.05,520.27,494.32,635.00,330.50
HIDCL,-,330.80,340.00,318.00,319.06,318.80,0.26,0.00,325.62,"907,767.00",330.80,"295,586,050.70","2,374",-11.74,22.00,-3.55,6.92,-2.06,266.51,265.14,360.00,158.10
HIDCLP,-,222.00,228.00,214.00,215.93,216.00,-0.07,0.00,220.69,"1,602,424.00",217.73,"353,633,484.50","2,015",-1.80,14.00,-0.83,6.54,-2.20,176.34,168.50,228.00,97.20
HLBSL,-,955.00,959.90,941.00,942.47,954.90,-12.43,-0.01,948.83,"5,110.00",953.81,"4,848,516.40",62,-11.34,18.90,-1.19,2.01,-0.67,994.95,"1,018.68","1,447.00",681.10
HLI,-,417.00,422.00,416.10,417.12,417.00,0.12,0.00,418.18,"52,352.00",417.77,"21,892,714.40",243,-0.65,5.90,-0.16,1.42,-0.25,453.02,461.41,607.00,364.10
HPPL,-,575.00,576.00,559.00,561.41,559.00,2.41,0.00,567.05,"165,041.00",570.61,"93,587,264.20",538,-9.20,17.00,-1.61,3.04,-1.01,498.93,449.84,711.00,244.00
HRL,-,992.00,"1,014.00",985.00,988.92,985.10,3.82,0.00,996.95,"198,358.00",991.68,"197,753,324.70","1,418",-2.76,29.00,-0.28,2.94,-0.81,903.68,873.38,"1,156.00",512.00
HURJA,-,248.80,258.90,248.50,250.41,250.10,0.31,0.00,253.90,"447,909.00",245.05,"113,722,200.90","1,037",5.36,10.40,2.19,4.19,-1.39,239.93,236.90,326.60,183.60
ICFC,-,580.10,608.90,580.10,593.75,596.00,-2.25,0.00,598.41,"26,992.00",589.09,"16,152,178.50",150,4.66,28.80,0.79,4.96,-0.78,678.10,696.56,910.00,504.10
ICFCD88,-,"1,100.10","1,100.10","1,100.10","1,100.10","1,100.10",0.00,0.00,"1,100.10",50.00,"1,100.20","55,005.00",2,-0.10,0.00,-0.01,0.00,0.00,0.00,0.00,"1,105.00","1,000.00"
IGI,-,560.00,560.00,553.00,554.14,557.00,-2.86,-0.01,554.55,"17,839.00",553.73,"9,892,648.50",113,0.41,7.00,0.07,1.27,-0.07,597.67,608.41,760.00,508.00
IHL,-,642.00,642.00,618.00,620.27,627.00,-6.73,-0.01,626.81,"9,768.00",643.90,"6,122,720.40",107,-23.63,24.00,-3.67,3.88,-1.06,678.10,631.12,838.00,359.10
ILBS,-,890.00,905.00,875.20,877.83,884.00,-6.17,-0.01,884.97,"2,361.00",885.93,"2,089,409.80",45,-8.10,29.80,-0.91,3.40,-0.81,985.44,"1,022.84","1,492.00",875.20
ILI,-,455.00,460.00,449.30,454.20,454.10,0.10,0.00,453.65,"30,786.00",456.41,"13,966,179.50",435,-2.21,10.70,-0.48,2.38,0.12,483.26,493.03,606.00,412.50
JBBL,-,329.00,333.00,324.00,324.18,325.00,-0.82,0.00,326.90,"33,030.00",328.16,"10,797,461.70",192,-3.98,9.00,-1.21,2.78,-0.84,360.31,361.30,445.00,275.00
JBLB,-,"1,315.00","1,320.00","1,300.00","1,301.96","1,303.00",-1.04,0.00,"1,303.49","2,677.00","1,303.24","3,489,438.60",127,-1.28,20.00,-0.10,1.54,-0.12,"1,444.02","1,504.70","1,920.00","1,270.00"
JFL,-,479.70,480.00,463.00,463.97,463.00,0.97,0.00,469.41,"27,385.00",470.33,"12,854,832.70",226,-6.36,17.00,-1.35,3.67,-1.17,671.55,675.13,"1,083.30",400.00
JOSHI,-,384.00,391.60,374.00,374.65,374.00,0.65,0.00,379.66,"19,596.00",376.50,"7,439,886.00",109,-1.85,17.60,-0.49,4.71,-1.34,393.62,371.19,521.60,265.00
JSLBB,-,"1,385.00","1,400.00","1,385.00","1,399.99","1,400.00",-0.01,0.00,"1,393.47",357.00,"1,392.82","497,470.40",11,7.17,15.00,0.51,1.08,0.47,"1,582.66","1,563.57","1,860.40","1,080.00"
KBL,-,204.10,204.10,198.00,198.44,199.00,-0.56,0.00,198.99,"226,346.00",200.12,"45,039,984.90",616,-1.68,6.10,-0.84,3.08,-0.28,213.21,214.02,272.90,129.60
KBLD86,-,"1,128.00","1,150.00","1,128.00","1,150.00","1,150.00",0.00,0.00,"1,144.50",100.00,"1,151.00","114,450.00",2,-1.00,22.00,-0.09,1.95,0.48,"1,078.25","1,022.69","1,232.80","1,025.10"
KBLD89,-,"1,193.00","1,224.70","1,193.00","1,224.70","1,224.70",0.00,0.00,"1,224.56",55.00,"1,193.00","67,350.60",2,31.70,31.70,2.66,2.66,0.01,"1,138.26",0.00,"1,275.00","1,046.20"
KBSH,-,"2,149.90","2,149.90","2,071.00","2,085.00","2,076.00",9.00,0.00,"2,083.23","1,031.00","2,111.88","2,147,810.00",41,-26.88,78.90,-1.27,3.81,0.08,"2,512.14","2,326.31","3,300.00","1,000.00"
KDBY,-,9.39,9.43,9.32,9.32,9.32,0.00,0.00,9.41,"17,000.00",9.58,"160,033.00",12,-0.26,0.11,-2.71,1.18,-1.01,9.41,9.53,11.00,8.26
KDL,-,"1,100.00","1,109.90","1,095.00","1,106.81","1,107.50",-0.69,0.00,"1,099.82","2,536.00","1,109.38","2,789,138.70",47,-2.57,14.90,-0.23,1.36,0.63,"1,131.87","1,145.73","1,381.00",755.00
KEF,-,8.82,9.01,8.82,8.89,8.89,0.00,0.00,8.88,"4,920.00",8.94,"43,672.40",12,-0.05,0.19,-0.56,2.15,0.15,9.00,9.13,10.76,7.85
KKHC,-,353.00,360.00,344.00,344.56,344.00,0.56,0.00,347.97,"14,280.00",346.83,"4,968,990.20",72,-2.27,16.00,-0.65,4.65,-0.99,355.21,328.56,475.00,213.00
KMCDB,-,"1,005.00","1,049.50",990.10,992.01,"1,007.00",-14.99,-0.01,997.98,"6,376.00","1,008.91","6,363,119.60",112,-16.90,59.40,-1.68,6.00,-0.60,"1,095.61","1,095.74","1,285.00",757.10
KPCL,-,537.10,537.20,523.50,524.33,524.50,-0.17,0.00,527.79,"21,835.00",526.68,"11,524,274.10",74,-2.35,13.70,-0.45,2.62,-0.66,543.50,532.15,652.40,380.20
KSBBL,-,444.90,444.90,435.00,437.27,438.00,-0.73,0.00,437.14,"17,641.00",437.56,"7,711,636.60",99,-0.29,9.90,-0.07,2.28,0.03,450.64,461.59,564.80,350.00
KSBBLD87,-,"1,104.00","1,104.00","1,104.00","1,104.00","1,104.00",0.00,0.00,"1,104.00",251.00,"1,091.60","277,104.00",1,12.40,0.00,1.14,0.00,0.00,"1,045.43",0.00,"1,104.00",980.00
KSY,-,8.86,8.90,8.86,8.90,8.90,0.00,0.00,8.89,600.00,9.00,"5,336.00",5,-0.10,0.04,-1.11,0.45,0.07,9.02,9.05,10.91,7.77
LBBL,-,393.20,393.50,384.00,384.77,384.60,0.17,0.00,385.33,"48,812.00",390.16,"18,808,943.20",176,-5.39,9.50,-1.38,2.47,-0.15,464.57,471.32,560.00,361.00
LBBLD89,-,"1,245.00","1,245.00","1,245.00","1,245.00","1,245.00",0.00,0.00,"1,245.00",50.00,"1,251.00","62,250.00",1,-6.00,0.00,-0.48,0.00,0.00,"1,168.83",0.00,"1,270.00","1,080.00"
LBLD88,-,"1,072.00","1,078.00","1,072.00","1,078.00","1,078.00",0.00,0.00,"1,076.53",53.00,"1,051.60","57,056.00",2,26.40,6.00,2.51,0.56,0.14,926.70,0.00,"1,085.00",971.00
LEC,-,216.00,232.00,215.40,223.95,223.50,0.45,0.00,225.50,"609,046.00",213.81,"137,342,466.40","1,778",10.14,16.60,4.74,7.71,-0.69,219.04,233.49,344.00,175.10
LICN,-,930.00,941.10,930.00,932.57,932.40,0.17,0.00,936.26,"22,360.00",938.30,"20,934,866.00",252,-5.73,11.10,-0.61,1.19,-0.40,"1,178.91","1,446.51","2,475.00",930.00
LLBS,-,"1,030.00","1,071.00","1,016.50","1,024.59","1,063.00",-38.41,-0.04,"1,025.05","2,125.00","1,029.07","2,178,229.30",24,-4.48,54.50,-0.44,5.36,-0.04,"1,123.96","1,142.10","1,428.00",860.00
LSL,-,218.00,218.00,207.80,208.91,210.00,-1.09,-0.01,211.12,"149,774.00",216.32,"31,620,371.20",270,-7.41,10.20,-3.43,4.91,-1.06,229.85,232.99,300.00,143.60
LUK,-,9.62,9.65,9.62,9.62,9.62,0.00,0.00,9.63,"1,300.00",9.81,"12,524.00",4,-0.19,0.03,-1.94,0.31,-0.14,9.62,9.55,10.22,8.16
LVF2,-,9.56,9.93,9.56,9.92,9.93,-0.01,0.00,9.84,"94,600.00",9.75,"930,938.20",16,0.17,0.37,1.74,3.87,0.80,9.22,9.15,10.01,7.50
MAKAR,-,711.20,724.00,697.00,699.56,711.00,-11.44,-0.02,705.66,"7,857.00",718.01,"5,544,359.00",93,-18.45,27.00,-2.57,3.87,-0.87,692.81,634.42,860.00,342.00
MANDU,-,880.00,882.70,867.10,876.00,875.00,1.00,0.00,873.03,"2,316.00",883.57,"2,021,925.90",52,-7.57,15.60,-0.86,1.80,0.34,927.26,984.56,"1,493.10",745.10
